Neuroticism,Extraversion,Conscientiousness,Agreeableness,Openess
-0.4398304143333336,0.10389655860052045,-1.216712788588518,-0.6962153242084049,-1.5194490001545307
0.08436921613188478,0.5593108439313181,-0.6015209207676253,-0.189341427991456,-0.24838425765650898
0.520534202740196,0.3182346007364707,0.0256457302332666,-0.7511355518984932,0.20450297843936663
-0.1970638232424884,0.057695522457907426,-1.0192629516299847,0.06428573845361517,-1.0294922983652002
-0.32983482644863815,0.40875372720041525,-0.058842990988447495,-0.8204538454930059,-0.6910422202446527
0.22667318168457473,1.0786270314612156,1.3127101712737257,-0.11851585192368677,0.3009296496254622
-1.2282883490763319,-0.05370900142552321,-0.05230759630725459,0.104510530064689,0.8192056390956194
0.35650002384582613,-1.319834149944073,-0.7276781049461848,-1.8374782323758962,-0.39412945896270973
0.9267847114773884,0.7711335891777769,1.1881201595494315,0.13933386208964568,0.08618196322716117
-0.17114372985991697,0.30987976473466383,-0.18785334055915015,-0.08007284165298864,-0.32244132219177774
-1.2007184944157998,-0.6824814159566589,0.13738721394503933,-0.12159452219634684,-0.03469209969170128
-1.5053255915478088,0.7852416599184563,0.15239248824019702,0.15176095414962346,-0.8231648377976899
-0.4465155857091924,0.007661124985297661,0.7533535125973273,-1.6273076069508965,-0.2297442658213849
1.0968046879639297,1.4054379201282443,-0.11184918425718483,-0.4293405172631345,-0.05405506828891126
0.808499782304969,0.8346652147719441,-0.7299892881139818,0.36192818360647283,0.4653458892384504
1.456228356305282,1.2328500443643453,0.29787493803886866,-0.45784205982802395,-0.42551510965060024
1.2012967167301605,0.7758620520897767,-0.4330691351970738,-0.8928450236992506,-0.6515639379001245
0.2683372869536193,2.096824390823384,-2.582866454612401,-0.667661335123345,-0.17724911788068465
-0.8770469747439309,0.33616405719116255,-0.2122253621079644,-1.9795620596327517,-0.34547546935706325
0.5944206054716068,-0.13560507457958734,-0.20735872537323163,0.651016370670677,1.194473345031315
-1.0224021278438675,0.2528205155078887,-1.623039787121832,0.7625019916396404,0.4151599242718342
1.1449819658205107,0.44242510108121635,-0.26709077663414027,0.9102398225636615,0.7816502158158377
-0.6492106830822464,0.7232176551652886,0.8616683189702679,-0.1570104473349542,0.612093902310792
-0.9124387040266964,1.4445246439279946,-0.08367345535405284,0.32536710697560417,0.32783581947232404
0.0991525121401303,-0.5285174020339688,1.2990920046952599,-0.8140096739620212,1.2943699185687043
0.6184097687382623,1.6163942629352996,-0.19950303086276117,0.4290231130407886,0.5102135748757564
-0.5691145833727894,0.5384388071147862,-0.2657240895224386,-0.7504739781619283,-0.16396953042969425
0.7504012826444436,1.3882007852228002,-0.6897596248120518,0.022564968902482465,0.44772042996446115
1.5966538101606815,-0.9756718390378153,0.27433978764577527,0.8538695865655526,-1.3415051181221758
-0.31504106851199865,0.7240297031798613,0.24705771173348928,0.573340087342905,0.17377945575627712
-0.6361539361074455,-2.516737500758603,-0.9128468616467547,1.4880112655809632,0.20646742485566244
-0.5597457605355566,0.249534539505566,0.11475045624159073,0.18894179760659635,-0.4896244929254441
0.282512596755647,-0.4237407277747317,-1.0419162445088088,-1.0702468534178258,-0.8603744519677095
-0.5637886063732351,-2.0978808598453873,0.33468972191020635,0.7502597393387709,-0.08879519421887454
1.475109533670361,-0.4938999453881389,0.5728461983129747,-0.7721274778945241,0.018184182014158064
-1.4691624378390586,0.36958063292773474,1.3133451812225057,0.8485262291615431,0.8189272221342739
-1.285143605938098,0.11262225818701146,0.5085402599872945,-0.132336739019938,1.0953260744684823
-0.5717736106488047,-0.5429200986749495,-0.3768817615846829,0.7668101298794059,-0.7780809399466364
-0.792142709573907,-0.18731394325400202,-0.14907693539806624,0.038711372398337295,-0.390749835252617
-0.19765574721573972,-0.7287169864767743,-0.9217109345075043,0.3984143234950179,-1.0070653746484675
-0.6487264323001043,0.4063526985397469,-0.20764901878437864,1.0317896807850775,0.387759762198841
0.04655267922791045,-0.440298277085111,-0.659571155464192,1.912662014463874,0.9057001568895219
0.5661489763590033,-0.39315009134224327,-0.7451019003927006,-0.9294795975426181,-0.3273007796311442
-0.25411016222502286,0.054580076704395665,-1.5883616644795646,0.22203192160757157,-0.33852665210118155
0.9996665089575942,-0.7571055092797253,0.34227517380561917,-0.5337169786792404,-0.5853725161349438
-0.21416846096470454,1.6185509232642679,0.5122796990353616,0.5231306100892557,0.8750564320933064
1.3307244709710955,0.7322850614516397,-0.9251806280373929,0.42865009357544565,-0.15599610403811456
-0.2880481298962543,-1.2157873213210906,0.3503430771328537,1.3095689247361033,-0.47760095184362233
-1.0704354605384998,1.0590569578973394,-0.22387777884722343,-0.3450056051840688,-0.20507079167618356
1.6280969020605125,-0.47805824781638845,0.02007924511073508,-0.21000600249889995,-2.235010162823091
-0.3814376372278647,0.7113659567682596,0.5574274321397578,1.0601203064655311,0.17703630053882116
0.32353720869040137,-0.38165333095084847,-0.4798562987687275,-0.010399949493367856,1.3813274762329772
0.7519080319979954,-1.0443802497641026,0.13521844773442285,-0.8877795607332136,0.4231543377315721
0.9527569210027301,-0.014456972012372983,0.2883838186714527,-0.7047537419306543,0.1311088115954948
0.3417352959806727,-1.2247164116917137,1.2829706126791993,0.24975153806151437,-0.4207216111675965
-1.1981622342412879,0.5192996877636611,0.03872104859702286,-0.38937892978800587,0.12029526561719546
0.7103260902324147,-0.41717640793489247,-1.2947841379035236,-0.19281599361181187,-1.3874534952309256
1.0874953140898784,-1.0989100514578365,0.21319463615478726,-0.15556762994987136,0.09834720350801245
-0.018203897644258633,1.2423601776355355,0.8678237240429304,-1.040060067564248,0.17610572951117193
